ID,LocX,LocY,RegDens,RegPop,MedHHInc,MeanHHSz
00956,-66.16643,18.34216,91,80844,17956,2.989999994635582
00957,-66.186695,18.369674,99,50620,17866,3.1099999994039536
00959,-66.159436,18.387063,98,53465,22301,2.8199999928474426
00961,-66.160338,18.412462,96,39407,23219,2.959999993443489
00962,-66.138474,18.437683,96,30071,12852,3.1099999994039536
00965,-66.117034,18.431453,96,9397,10978,2.969999998807907
00966,-66.115224,18.398507,98,15785,49354,2.5999999940395355
00968,-66.102507,18.408479,97,3885,38075,2.0999999940395355
00969,-66.108892,18.366981,98,48787,35516,2.9299999997019768
00971,-66.118768,18.329688,86,29136,16045,2.989999994635582
00976,-66.005613,18.346767,92,73465,22143,3.059999994933605
00979,-66.012709,18.431885,95,18681,29234,2.219999998807907
00982,-65.993138,18.409345,98,14641,20906,2.6999999955296516
00983,-65.975824,18.414408,99,47396,20012,2.939999997615814
00985,-65.946912,18.374896,87,60824,18854,3.0999999940395355
00987,-65.962753,18.372228,96,40879,23884,3.1799999997019768
009HH,-66.066533,18.435287,,0,0,0
01001,-72.62029,42.07061,83,16475,45735,2.25
01002,-72.503237,42.377651,77,36776,42567,2.459999993443489
01005,-72.104432,42.412094,59,5079,50395,2.689999997615814
01007,-72.411005,42.278424,68,12997,52425,2.649999998509884
01008,-72.948288,42.174313,28,1234,52663,2.6799999997019768
01010,-72.205521,42.126038,56,3350,50181,2.6699999943375587
01011,-73.019589,42.271442,37,2085,45511,2.619999997317791
01012,-72.843564,42.390836,34,521,50938,2.7299999967217445
01013,-72.603165,42.161492,93,22963,32412,2.339999996125698
01020,-72.572655,42.175992,88,29325,37282,2.3299999982118607
01022,-72.55606,42.196666,75,2365,41083,1.9799999967217445
01026,-72.918131,42.465041,41,1079,42917,2.3499999940395355
01027,-72.686772,42.27279,73,17493,45921,2.3499999940395355
01028,-72.510205,42.066795,82,14195,62835,2.6599999964237213
01029,-73.042042,42.175896,40,581,46528,2.2899999991059303
01030,-72.672484,42.070774,81,11669,55724,2.7299999967217445
01031,-72.188334,42.33071,59,1243,44333,2.5499999970197678
01032,-72.815513,42.45792,33,201,52500,2.2799999937415123
01033,-72.518316,42.254563,67,6134,54173,2.689999997615814
01034,-72.94464,42.086224,31,1929,53333,2.6699999943375587
01035,-72.573302,42.35549,67,4793,51851,2.4499999955296516
01036,-72.417355,42.064703,69,5076,65196,2.769999995827675
01037,-72.195241,42.374202,38,740,56094,2.75
01038,-72.608325,42.375155,69,2652,50030,2.439999997615814
01039,-72.692596,42.381475,60,1085,53750,2.339999996125698
01040,-72.6242,42.201891,85,39838,30441,2.5699999928474426
01050,-72.879426,42.290209,47,2385,49336,2.6999999955296516
01053,-72.702062,42.353105,71,1514,56094,2.3199999928474426
01054,-72.498797,42.479839,49,1453,60208,2.5799999982118607
01056,-72.470687,42.174893,79,21149,47053,2.5499999970197678
01057,-72.317005,42.089269,65,8299,52159,2.639999993145466
01060,-72.635615,42.324539,84,16261,38739,1.9299999997019768
01062,-72.679157,42.324232,77,11172,47115,2.459999993443489
01068,-72.044138,42.349769,53,1713,60781,2.899999998509884
01069,-72.326468,42.176401,71,9879,42154,2.4099999964237213
01070,-72.916614,42.515853,32,548,36500,2.3799999952316284
01071,-72.851532,42.165931,55,1649,46500,2.7299999967217445
01072,-72.422088,42.486027,51,1489,56563,2.7299999967217445
01073,-72.727778,42.223885,66,5387,61831,2.709999993443489
01075,-72.582439,42.234891,81,17254,46731,2.339999996125698
01077,-72.769668,42.05283,70,8835,52296,2.6599999964237213
01080,-72.365182,42.180563,81,2585,39155,2.5399999991059303
01081,-72.225177,42.058024,59,1620,48125,2.5999999940395355
01082,-72.260675,42.270611,68,9955,37438,2.4199999943375587
01083,-72.202592,42.20468,64,2297,37250,2.6699999943375587
01084,-72.890432,42.379807,26,161,58125,3.219999998807907
01085,-72.750297,42.133642,77,40734,45482,2.5399999991059303
01088,-72.632102,42.388831,56,522,40250,2.0099999979138374
01089,-72.640665,42.112793,85,27899,40266,2.3299999982118607
01092,-72.23904,42.210777,65,1126,33750,2.5299999937415123
01095,-72.440574,42.12531,76,13672,64691,2.709999993443489
01096,-72.782719,42.415236,50,2641,46364,2.4299999997019768
01098,-72.938714,42.399054,37,1169,52734,2.439999997615814
010HH,-72.596388,42.19748,,0,0,0
01103,-72.591121,42.103294,98,2721,17899,1.699999999254942
01104,-72.573382,42.130343,93,22401,29138,2.4499999955296516
01105,-72.579806,42.096644,99,13161,15648,2.309999994933605
01106,-72.571208,42.050395,85,15903,74146,2.6299999952316284
01107,-72.606103,42.120193,98,11336,17574,3
01108,-72.555231,42.084094,98,25755,32011,2.5999999940395355
01109,-72.550315,42.116277,96,30851,27463,2.839999996125698
01118,-72.529101,42.093144,93,14199,47711,2.4799999967217445
01119,-72.509328,42.128442,92,13138,39728,2.5399999991059303
01128,-72.488573,42.095344,89,2917,57734,2.689999997615814
01129,-72.489602,42.121031,87,7043,46076,2.5099999979138374
01151,-72.50531,42.153926,92,8290,27808,2.4799999967217445
011HH,-72.589764,42.095719,,0,0,0
01201,-73.254003,42.45384,77,47658,36448,2.269999995827675
01220,-73.118427,42.619727,70,9404,33102,2.209999993443489
01222,-73.321771,42.057496,65,825,51250,2.739999994635582
01223,-73.093359,42.314449,33,1764,48750,2.559999994933605
01225,-73.165306,42.551731,61,2806,40399,2.5299999937415123
01226,-73.115476,42.476575,61,7858,49238,2.5299999937415123
01230,-73.352493,42.189715,54,9242,45630,2.2799999937415123
01235,-73.092783,42.433661,48,2538,42467,2.6099999994039536
01236,-73.362363,42.266874,65,2015,48281,2.369999997317791
01237,-73.243648,42.557346,47,2449,45951,2.5399999991059303
01238,-73.232707,42.299263,59,6402,42538,2.4199999943375587
01240,-73.27683,42.36237,66,5285,43700,2.1299999952316284
01242,-73.245995,42.336557,82,106,80783,2.519999995827675
01244,-73.203123,42.139104,,0,0,0
01245,-73.208499,42.180659,35,973,50903,2.209999993443489
01247,-73.101456,42.696064,70,17052,29288,2.25
01253,-73.102052,42.198403,37,644,54107,2.4499999955296516
01254,-73.363363,42.374711,53,998,58125,2.4299999997019768
01255,-73.124448,42.088973,22,783,45469,2.339999996125698
01256,-73.011232,42.592506,24,692,41477,2.4199999943375587
01257,-73.365918,42.102694,48,2335,45586,2.339999996125698
01258,-73.457344,42.103122,11,134,53125,2.089999996125698
01259,-73.246749,42.0645,34,521,56000,2.459999993443489
01262,-73.314232,42.283216,63,772,37917,1.6899999976158142
01264,-73.203943,42.224905,25,233,49750,2.4099999964237213
01266,-73.364077,42.328535,50,1742,51818,2.3499999940395355
01267,-73.223553,42.689962,62,8749,51503,2.219999998807907
012HH,-73.271249,42.329078,,0,0,0
01301,-72.600988,42.605524,78,18483,33498,2.189999997615814
01330,-72.81116,42.521131,41,1601,52361,2.4799999967217445
01331,-72.20836,42.579931,67,12899,35479,2.5
01337,-72.555694,42.678023,51,2619,45903,2.5699999928474426
01338,-72.802005,42.569498,34,21,23750,1.75
01339,-72.879391,42.626858,33,2051,46167,2.6099999994039536
01340,-72.731041,42.673371,39,1875,40455,2.6299999952316284
01341,-72.70403,42.508313,44,1745,55938,2.5999999940395355
01342,-72.6091,42.542322,49,1013,56776,2.5499999970197678
01344,-72.413965,42.607051,48,832,41250,2.4799999967217445
01346,-72.804946,42.669255,38,334,48438,2.8499999940395355
01349,-72.505253,42.5737,65,1644,35592,2.519999995827675
01350,-72.976291,42.712257,10,55,25500,1.9599999971687794
01351,-72.52522,42.534976,60,2422,56102,2.439999997615814
01355,-72.333451,42.485899,24,889,49500,2.459999993443489
01360,-72.456498,42.682285,54,2951,49141,2.5299999937415123
01364,-72.292633,42.599614,66,7564,36836,2.459999993443489
01366,-72.212269,42.474718,27,1174,47917,2.489999994635582
01367,-72.90962,42.694883,21,374,41667,2.3499999940395355
01368,-72.169995,42.671012,32,1269,44856,2.8199999928474426
01370,-72.727549,42.603447,54,4351,45545,2.399999998509884
01373,-72.624526,42.472734,62,5300,51544,2.4099999964237213
01375,-72.563029,42.449978,69,3787,37147,2.2799999937415123
01376,-72.544385,42.609425,73,6422,30062,2.2599999979138374
01378,-72.327299,42.667152,26,753,42083,2.589999996125698
01379,-72.417242,42.547274,37,938,44722,2.369999997317791
01380,-72.363147,42.594455,11,40,32083,2.1099999994039536
013HH,-72.496685,42.59699,,0,0,0
01420,-71.803383,42.578689,84,39102,37004,2.5
01430,-71.932874,42.658768,62,5569,55795,2.8599999994039536
01431,-71.813707,42.672005,59,2845,61000,2.889999993145466
01432,-71.591363,42.549821,77,8029,46619,2.2899999991059303
01436,-72.080212,42.608903,70,3053,42466,2.619999997317791
01438,-72.03498,42.563367,83,128,70250,2.7799999937415123
01440,-71.99183,42.575355,79,21111,37318,2.3499999940395355
01450,-71.557221,42.609887,70,9547,82869,2.899999998509884
01451,-71.588803,42.505928,67,5031,108024,2.839999996125698
01452,-71.996546,42.477515,55,3909,61462,2.969999998807907
01453,-71.753582,42.526523,83,41447,44925,2.4799999967217445
01460,-71.490859,42.540052,75,8184,71384,2.719999998807907
01462,-71.72051,42.582839,72,9401,56813,2.6599999964237213
01463,-71.592908,42.665686,75,11142,65163,2.889999993145466
01464,-71.64555,42.559289,73,6368,53344,2.5499999970197678
01467,-71.62412,42.488666,59,208,105710,3.769999995827675
01468,-72.068248,42.557796,63,3300,52561,2.8199999928474426
01469,-71.692042,42.658738,70,6072,64583,3
01473,-71.9021,42.544622,65,6907,57755,2.7299999967217445
01474,-71.745787,42.669408,68,3131,58306,2.899999998509884
01475,-72.046703,42.675441,68,9571,43516,2.7599999979138374
014HH,-71.930163,42.502879,,0,0,0
01501,-71.838432,42.20361,81,15827,52030,2.489999994635582
01503,-71.626658,42.380562,65,2380,65667,2.719999998807907
01504,-71.52999,42.028147,79,8804,55163,2.709999993443489
01505,-71.730262,42.338392,69,4008,67703,2.5499999970197678
01506,-72.097876,42.200374,66,3051,45655,2.5299999937415123
01507,-71.969617,42.135142,69,11263,63033,2.9199999943375587
01510,-71.68482,42.418836,88,13435,44740,2.3799999952316284
01515,-72.053118,42.212777,67,2097,51860,2.6999999955296516
01516,-71.728874,42.061437,65,7067,60369,2.839999996125698
01518,-72.123938,42.12515,68,2306,53750,2.519999995827675
01519,-71.687713,42.201674,76,5701,66534,2.739999994635582
01520,-71.844349,42.338962,78,12702,64379,2.689999997615814
01521,-72.161379,42.054676,65,2407,52073,2.6799999997019768
01522,-71.874189,42.369658,65,2919,63529,2.7799999937415123
01523,-71.679466,42.473131,70,7236,60885,2.7899999991059303
01524,-71.919083,42.238942,73,6178,55838,2.719999998807907
01527,-71.762727,42.196144,79,12784,51415,2.5299999937415123
01529,-71.577989,42.036396,76,2724,57000,2.9499999955296516
01531,-72.122489,42.317121,42,907,55250,2.9299999997019768
01532,-71.646927,42.321917,79,14013,79781,2.8299999982118607
01534,-71.64376,42.140741,76,4710,59279,2.75
01535,-72.078232,42.267274,67,4683,44286,2.5499999970197678
01536,-71.705231,42.231444,78,6430,54583,2.4299999997019768
01537,-71.889893,42.170846,70,1798,48064,2.209999993443489
01540,-71.8657,42.117527,76,11523,54466,2.6999999955296516
01541,-71.882008,42.451569,56,3353,80993,2.869999997317791
01542,-71.906517,42.194793,74,1926,61691,2.8499999940395355
01543,-71.964272,42.380877,64,6353,62846,2.769999995827675
01545,-71.725024,42.286643,84,31658,64175,2.5399999991059303
01550,-72.035334,42.070827,79,17214,33913,2.4099999964237213
01560,-71.693827,42.177462,79,2776,44730,2.399999998509884
01562,-71.992273,42.247212,72,11691,46598,2.5299999937415123
01564,-71.773331,42.436875,68,7257,67188,2.8199999928474426
01566,-72.085842,42.104581,66,5531,57989,2.559999994933605
01568,-71.60971,42.17382,69,5629,78410,2.739999994635582
01569,-71.629927,42.064978,73,11089,62231,2.7999999970197678
01570,-71.861086,42.047728,82,15700,38311,2.3499999940395355
01571,-71.917303,42.049864,75,10751,46753,2.5299999937415123
01581,-71.614085,42.269845,79,17997,73418,2.619999997317791
01583,-71.787001,42.359842,74,6195,54402,2.559999994933605
01585,-72.167347,42.242965,65,5569,42543,2.439999997615814
01588,-71.672259,42.114195,80,8517,47448,2.619999997317791
01590,-71.751218,42.131028,68,8250,75141,2.9299999997019768
015HH,-71.783878,42.166944,,0,0,0
01602,-71.844824,42.272359,91,22983,47906,2.389999993145466
01603,-71.837766,42.240526,95,17606,36092,2.5499999970197678
01604,-71.77459,42.255393,95,33519,37497,2.3199999928474426
01605,-71.788466,42.286543,94,24410,29348,2.459999993443489
01606,-71.795312,42.311342,91,19905,44689,2.339999996125698
01607,-71.795014,42.229543,92,7416,30707,2.2899999991059303
01608,-71.801738,42.261343,97,3222,17688,2.469999998807907
01609,-71.813486,42.271743,95,21314,31521,2.3599999994039536
01610,-71.807938,42.248493,99,23615,26152,2.5699999928474426
01611,-71.871392,42.238449,77,2398,47396,2.689999997615814
01612,-71.919294,42.307591,70,4386,72039,2.7899999991059303
016HH,-71.911214,42.350326,,0,0,0
01701,-71.423442,42.318695,86,31010,70613,2.519999995827675
01702,-71.421615,42.283995,93,36061,42614,2.3499999940395355
01718,-71.42721,42.519739,99,438,92203,2.3199999928474426
01719,-71.51244,42.486259,75,4868,87618,2.6299999952316284
01720,-71.442205,42.477142,81,19813,91492,2.709999993443489
01721,-71.458867,42.257956,82,14674,68392,2.559999994933605
01730,-71.275046,42.496679,80,12566,87962,2.5999999940395355
01731,-71.275566,42.459085,92,2933,49940,3.4299999997019768
01740,-71.612667,42.437086,66,4148,102798,2.9099999964237213
01741,-71.350849,42.5286,71,4717,129811,2.9199999943375587
01742,-71.37478,42.457201,77,17073,95997,2.619999997317791
01745,-71.504688,42.295544,76,340,85230,2.0499999970197678
01746,-71.437978,42.196065,78,13801,78092,2.869999997317791
01747,-71.536627,42.125536,81,5696,60651,2.5399999991059303
01748,-71.534182,42.220447,75,13346,89281,2.969999998807907
01749,-71.557914,42.389813,84,18113,58549,2.5699999928474426
01752,-71.54753,42.350909,85,36255,56879,2.469999998807907
01754,-71.455943,42.430781,86,10433,60812,2.4299999997019768
01756,-71.544745,42.092006,70,5286,71164,2.899999998509884
01757,-71.521498,42.149176,86,27010,50840,2.5499999970197678
01760,-71.353686,42.290763,87,31887,69832,2.4199999943375587
01770,-71.372025,42.231025,69,4200,121693,2.9499999955296516
01772,-71.53369,42.297643,76,8441,105160,3.019999995827675
01773,-71.303162,42.425537,72,5152,105860,2.589999996125698
01775,-71.510862,42.423882,71,5902,96290,2.8199999928474426
01776,-71.429892,42.38532,78,16841,118579,3.019999995827675
01778,-71.356438,42.345583,79,13222,101585,2.7999999970197678
01801,-71.15206,42.484545,90,37258,54897,2.469999998807907
01803,-71.200088,42.506362,86,22876,75240,2.7599999979138374
01810,-71.151301,42.646942,81,31247,87683,2.739999994635582
01821,-71.250547,42.54805,85,29274,67884,2.939999997615814
01824,-71.354402,42.595491,83,25428,73882,2.6699999943375587
01826,-71.316006,42.677772,83,28562,57676,2.7299999967217445
01827,-71.502926,42.671356,64,2822,86891,3.0699999928474426
01830,-71.070111,42.78519,85,24122,46475,2.469999998807907
01832,-71.110238,42.781357,86,21431,48798,2.5299999937415123
01833,-70.982918,42.729437,76,7377,76260,2.869999997317791
01834,-71.024877,42.750691,78,6038,69167,2.9299999997019768
01835,-71.085184,42.757767,85,13416,55505,2.5299999937415123
01840,-71.161815,42.706941,98,4450,12307,2.0699999928474426
01841,-71.166672,42.71159,99,44339,26944,3.1099999994039536
01843,-71.160788,42.691091,97,23189,34851,2.75
01844,-71.179352,42.73004,86,43854,49604,2.619999997317791
01845,-71.11171,42.683841,81,27202,72728,2.5999999940395355
01850,-71.305044,42.655791,99,15808,40418,2.75
01851,-71.33238,42.630915,98,29631,42081,2.889999993145466
01852,-71.298493,42.634112,97,32904,38576,2.5
01854,-71.333486,42.649758,97,26824,35371,2.6299999952316284
01860,-71.002074,42.834246,78,6138,58692,2.7299999967217445
01862,-71.291101,42.573592,82,10074,65460,2.8199999928474426
01863,-71.393229,42.634199,86,8430,60456,2.439999997615814
01864,-71.098208,42.583436,81,13865,76784,2.8599999994039536
01867,-71.109939,42.52585,88,23708,77059,2.709999993443489
01876,-71.220715,42.601684,83,28484,69581,2.8199999928474426
01879,-71.416949,42.671589,77,11088,69714,2.969999998807907
01880,-71.071324,42.501345,91,24804,66117,2.519999995827675
01886,-71.437547,42.592086,78,20754,98272,3.0299999937415123
01887,-71.170317,42.558576,83,21335,70741,3.0099999979138374
01890,-71.14276,42.451945,91,20810,94049,2.649999998509884
018HH,-71.120605,42.735906,,0,0,0
01902,-70.941136,42.469946,100,47625,31751,2.5299999937415123
01904,-70.965793,42.490421,93,18052,56284,2.6599999964237213
01905,-70.974113,42.464879,96,23410,37099,2.7599999979138374
01906,-71.009801,42.462796,88,26041,55364,2.5999999940395355
01907,-70.905883,42.474409,95,14412,71089,2.4799999967217445
01908,-70.928091,42.427096,90,3632,64052,2.1999999955296516
01913,-70.93547,42.854423,83,16397,51906,2.519999995827675
01915,-70.875702,42.560995,88,39862,53984,2.389999993145466
01921,-71.008448,42.677869,71,7921,113212,3.0799999982118607
01922,-70.926489,42.76087,71,2854,81276,3.0499999970197678
01923,-70.943222,42.569756,86,25212,58779,2.5299999937415123
01929,-70.779255,42.631753,67,3267,59554,2.489999994635582
01930,-70.675521,42.624015,82,30273,47722,2.3799999952316284
01938,-70.840072,42.682965,73,12987,57284,2.4199999943375587
01940,-71.028348,42.527895,82,11542,80626,2.75
01944,-70.764624,42.580033,76,5228,73467,2.399999998509884
01945,-70.863236,42.497146,94,20377,73968,2.369999997317791
01949,-71.013562,42.602278,76,7744,81395,2.75
01950,-70.863633,42.809891,85,18387,58523,2.2299999967217445
01951,-70.86866,42.780141,67,2718,75049,2.589999996125698
01952,-70.861539,42.85048,75,7827,49310,2.5299999937415123
01960,-70.961465,42.534045,90,48129,54829,2.5499999970197678
01966,-70.617274,42.659936,82,7767,50661,2.1999999955296516
01969,-70.908992,42.716708,71,5500,62130,2.769999995827675
01970,-70.898503,42.516845,95,40407,44033,2.239999994635582
01982,-70.865134,42.616643,76,8315,72000,2.869999997317791
01983,-70.944248,42.642471,75,6141,96430,2.869999997317791
01984,-70.876183,42.600518,76,4440,90524,2.6999999955296516
01985,-70.972861,42.790736,70,4149,92828,2.9799999967217445
019HH,-70.777566,42.6254,,0,0,0
02019,-71.479533,42.075122,79,15314,64496,2.75
02021,-71.134301,42.166776,81,20614,69260,2.559999994933605
02025,-70.812239,42.241908,78,7261,84156,2.689999997615814
02026,-71.165531,42.244609,88,23527,61631,2.6099999994039536
02030,-71.282415,42.23888,72,5558,141818,3.0099999979138374
02032,-71.213629,42.153912,84,3914,77227,2.8199999928474426
02035,-71.242325,42.061427,79,16246,64323,2.6299999952316284
02038,-71.406909,42.089104,82,29560,71174,2.8499999940395355
02043,-70.887644,42.225708,80,19882,83018,2.719999998807907
02045,-70.87663,42.286347,92,11050,52377,2.439999997615814
02048,-71.219105,42.019982,82,22414,66925,2.8199999928474426
02050,-70.691729,42.109763,80,24757,66434,2.709999993443489
02052,-71.30476,42.185571,80,12273,97748,3.019999995827675
02053,-71.423158,42.151526,81,12448,75135,2.9499999955296516
02054,-71.361784,42.166398,77,7902,62806,2.619999997317791
02056,-71.328559,42.111836,78,10460,86153,3.089999996125698
02061,-70.820508,42.15243,74,9765,87397,2.939999997615814
02062,-71.201661,42.185974,89,28587,58421,2.4099999964237213
02066,-70.751306,42.205038,81,17430,71117,2.6599999964237213
02067,-71.179231,42.113749,78,17396,89178,2.9199999943375587
02071,-71.272392,42.101406,77,995,79811,3.519999995827675
02072,-71.106273,42.125432,85,27149,57838,2.5999999940395355
02081,-71.253753,42.145237,81,17927,72861,2.6599999964237213
02090,-71.20735,42.212949,83,14100,87638,2.7299999967217445
02093,-71.346178,42.0597,74,10554,78043,2.889999993145466
020HH,-70.763292,42.157445,,0,0,0
02108,-71.064087,42.357903,99,3309,71199,1.5399999991059303
02109,-71.054175,42.361477,100,3492,78254,1.6099999994039536
02110,-71.053652,42.356532,98,1356,79085,1.449999999254942
02111,-71.061012,42.349838,100,5180,20354,2.0399999991059303
02113,-71.056369,42.365028,100,6378,47547,1.5599999986588955
02114,-71.067746,42.361792,100,11200,55678,1.5199999995529652
02115,-71.092687,42.34308,100,25202,28244,1.6899999976158142
02116,-71.073722,42.349622,100,19448,60467,1.5899999998509884
02118,-71.072765,42.338724,100,22074,38550,1.8499999977648258
02119,-71.084553,42.324511,99,23781,26120,2.619999997317791
02120,-71.096516,42.332099,100,11218,30658,2.709999993443489
02121,-71.081278,42.307448,100,24880,27211,2.7899999991059303
02122,-71.054542,42.296298,99,23870,40021,2.809999994933605
02124,-71.071563,42.28713,100,51344,36025,2.9299999997019768
02125,-71.058112,42.316852,99,33952,35513,2.8499999940395355
02126,-71.094267,42.272098,99,28147,38581,2.9499999955296516
02127,-71.045623,42.33499,99,29530,39625,2.0999999940395355
